,BER_SPO1/18/11,OSNR_SPO1/18/11,BER_SPO2/18/11,OSNR_SPO2/18/11,InputPower_Ampli1,OutputPower_Ampli1,InputPower_Ampli2,OutputPower_Ampli2,InputPower_Ampli3,OutputPower_Ampli3,InputPower_Ampli4,OutputPower_Ampli4,Failure
1623395207,2.27e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395210,2.15e-08,38.5,8.39e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395213,2.34e-08,38.5,6.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395216,2.27e-08,38.6,8.43e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395219,2.32e-08,38.5,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395220,2.2975e-08,38.525,8.41e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395223,2.23e-08,38.6,8.38e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395226,2.27e-08,38.5,8.4e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395229,2.25e-08,37.7,8.48e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395232,2.2e-08,38.5,8.44e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395235,2.21e-08,38.4,8.41e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395236,2.075e-08,38.449999999999996,8.417499999999999e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395239,1.67e-08,38.6,8.44e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395242,2.19e-08,38.6,8.46e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395245,2.22e-08,38.5,8.47e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395248,2.26e-08,38.5,8.52e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395249,2.25e-08,38.525,8.502499999999999e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395252,2.22e-08,38.6,8.45e-07,23.1,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395255,2.13e-08,38.5,8.41e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395258,2.15e-08,38.3,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395261,2.12e-08,38.6,8.51e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395264,2.23e-08,38.6,8.52e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395265,2.2025e-08,38.575,8.495e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395268,2.12e-08,38.5,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395271,2.1e-08,38.5,8.47e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395274,2.16e-08,38.6,8.43e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395277,2.09e-08,38.6,8.43e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395280,2.16e-08,38.6,8.44e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395281,2.165e-08,38.575,8.45e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395284,2.18e-08,38.5,8.48e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395287,2.25e-08,38.6,8.5e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395290,2.2e-08,38.5,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395293,2.2e-08,38.6,8.44e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395297,2.12e-08,38.3,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395300,2.26e-08,38.5,8.44e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395303,2.41e-08,38.6,8.42e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395306,2.29e-08,38.5,8.41e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395309,2.28e-08,38.6,8.4e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395310,2.2475e-08,38.6,8.392500000000001e-07,23.625000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395313,2.15e-08,38.6,8.37e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395316,2.17e-08,37.3,8.35e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395319,2.11e-08,38.6,6.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395322,2.24e-08,38.5,8.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395325,2.16e-08,38.5,8.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395326,2.0175e-08,38.525,8.2675e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395329,1.59e-08,38.6,8.26e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395332,2.14e-08,38.6,8.36e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395335,2.2e-08,38.6,8.31e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395338,2.18e-08,38.5,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395342,2.16e-08,38.5,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395345,2.14e-08,38.6,8.36e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395348,2.12e-08,38.5,6.27e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395351,2.13e-08,38.6,8.4e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395354,2e-08,37.4,8.34e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395355,1.8925000000000002e-08,37.275,8.3425e-07,23.599999999999998,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395358,1.57e-08,36.9,8.35e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395361,2.07e-08,37.5,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395364,2.09e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395367,2.05e-08,38.6,8.28e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395371,2.12e-08,38.6,8.32e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395374,2.13e-08,38.6,8.29e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395377,2.21e-08,38.6,8.32e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395380,2.17e-08,38.6,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395383,2.13e-08,38.6,8.32e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395387,2.11e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395390,2.07e-08,38.6,8.3e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395393,2.02e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395396,2.09e-08,38.6,8.29e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395399,2.16e-08,38.6,8.37e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395400,2.1525e-08,38.6,8.3575e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395403,2.13e-08,38.6,8.32e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395406,2.1e-08,38.5,8.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395409,2.22e-08,38.6,8.21e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395412,2.08e-08,38.6,8.15e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395415,2.11e-08,38.6,8.25e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395416,2.1175000000000003e-08,38.6,8.265e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395419,2.14e-08,38.6,8.31e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395422,2.16e-08,37.8,8.32e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395425,2.13e-08,38.5,8.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395428,2.06e-08,38.5,8.31e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395431,2.11e-08,38.6,8.22e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395432,2.105e-08,38.6,8.215000000000001e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395435,2.09e-08,38.6,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395438,2.1e-08,38.6,8.21e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395441,2.24e-08,38.6,8.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395444,2.2e-08,37.8,8.28e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395448,2.17e-08,38.6,8.36e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395451,2.06e-08,38.5,8.34e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395454,2.17e-08,38.5,8.32e-07,23.8,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395457,2.15e-08,38.6,8.33e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395460,2.11e-08,38.5,8.3e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395461,2.115e-08,38.5,8.319999999999999e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395464,2.13e-08,38.5,8.38e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395467,2.16e-08,38.5,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395470,2.16e-08,38.5,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395473,2.23e-08,38.6,8.37e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395476,2.19e-08,38.6,8.41e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395477,2.1675e-08,38.35,8.4e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395480,2.1e-08,37.6,8.37e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395483,2.09e-08,38.6,8.45e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395486,2.19e-08,38.6,8.4e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395489,2.12e-08,38.5,8.39e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395492,2.11e-08,38.6,8.28e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395493,1.9850000000000002e-08,38.6,8.287499999999999e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395496,1.61e-08,38.6,8.31e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395499,2.17e-08,38.5,8.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395502,2.14e-08,38.6,8.32e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395505,2.22e-08,38.6,8.34e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395509,2.27e-08,38.5,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395512,2.22e-08,38.5,8.32e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395515,2.14e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395518,2.1e-08,38.5,8.42e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395521,2.14e-08,38.5,8.39e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395522,2.1575e-08,38.525,8.375e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395525,2.21e-08,38.6,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395528,2.2e-08,38.6,8.38e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395531,2.23e-08,38.6,8.36e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395534,2.27e-08,38.6,8.42e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395537,2.27e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395538,2.1250000000000002e-08,38.6,8.347499999999999e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395541,1.69e-08,38.6,8.37e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395544,2.21e-08,38.6,8.36e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395547,2.24e-08,38.6,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395550,2.35e-08,38.6,8.37e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395551,2.34e-08,38.6,8.3625e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395554,2.31e-08,38.6,8.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395557,2.32e-08,37.0,8.36e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395560,2.25e-08,38.6,8.26e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395563,2.25e-08,38.5,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395566,2.2e-08,38.5,8.24e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395567,2.255e-08,38.525,8.234999999999999e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395570,2.42e-08,38.6,8.22e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395573,2.22e-08,38.1,8.22e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395576,2.36e-08,38.5,8.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395579,2.29e-08,38.6,8.25e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395582,2.22e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395583,2.225e-08,38.575,8.225e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395586,2.24e-08,38.5,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395589,2.26e-08,38.6,8.16e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395592,2.21e-08,38.6,6.23e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395595,2.13e-08,38.6,8.27e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395598,2.28e-08,38.6,8.33e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395599,2.2775e-08,38.475,8.325000000000001e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395602,2.27e-08,38.1,8.31e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395605,2.33e-08,38.6,8.34e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395608,2.3e-08,36.8,8.31e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395611,2.23e-08,38.5,8.29e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395614,2.22e-08,38.6,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395615,2.2275e-08,38.6,8.2275e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395618,2.25e-08,38.6,8.22e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395621,2.25e-08,38.6,8.29e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395624,2.3e-08,38.5,8.3e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395627,2.26e-08,38.5,8.31e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395631,2.23e-08,38.6,8.3e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395634,2.26e-08,38.5,8.29e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395637,2.23e-08,38.1,8.23e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395640,2.26e-08,38.6,8.28e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395643,2.26e-08,38.6,8.24e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395644,2.1175e-08,38.6,8.2275e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395647,1.69e-08,38.6,8.19e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395650,2.19e-08,37.8,8.26e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395653,2.22e-08,38.6,8.25e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395656,2.18e-08,38.4,8.21e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395660,2.21e-08,38.6,8.22e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395663,2.19e-08,38.1,8.2e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395666,2.24e-08,38.6,8.19e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395669,2.27e-08,38.5,8.29e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395672,2.22e-08,38.6,8.35e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395673,2.2325e-08,38.425000000000004,8.337500000000001e-07,23.45,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395676,2.27e-08,37.9,8.3e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395679,2.24e-08,38.6,8.38e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395682,2.25e-08,38.6,8.35e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395685,2.16e-08,38.5,8.34e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395688,2.29e-08,38.6,8.26e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395689,2.2699999999999998e-08,38.6,8.27e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395692,2.21e-08,38.6,8.3e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395695,2.2e-08,38.4,8.24e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395698,2.21e-08,38.5,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395701,2.24e-08,38.6,8.21e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395704,2.28e-08,38.6,8.2e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395705,2.145e-08,38.6,8.195e-07,23.674999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395708,1.74e-08,38.6,8.18e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395711,2.31e-08,38.5,8.18e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395714,2.17e-08,38.5,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395717,2.22e-08,38.5,8.1e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395721,2.25e-08,37.3,8.17e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395724,2.26e-08,38.6,8.14e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395727,2.22e-08,38.6,8.07e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395730,2.1e-08,38.6,8.11e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395733,2.14e-08,38.5,8.15e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395734,2.1525000000000002e-08,38.525,8.155000000000001e-07,23.575000000000003,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395737,2.19e-08,38.6,8.17e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395740,2.18e-08,38.6,8.09e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395743,2.18e-08,38.6,6.14e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395746,2.1e-08,37.3,8.14e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395749,2.17e-08,38.6,8.13e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395750,2.1624999999999997e-08,38.2,8.137499999999999e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395753,2.14e-08,37.0,8.16e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395756,2.09e-08,38.6,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395759,2.17e-08,37.5,8.09e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395762,2.16e-08,37.0,8.05e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395763,2.165e-08,37.4,8.057500000000001e-07,23.35,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395766,2.18e-08,38.6,8.08e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623395769,2.16e-08,38.6,8.1e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
